endDate,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,stockId,ticker,type
2020-12-31,,,870900000,46500000,818800000,878300000,2510500000,1121500000,1121500000,,-196400000,,,,12800000,6781800000,5660300000,4271300000,-250600000,,858100000,818800000,690,AJG,yearly
2019-12-31,,,626100000,60000000,668800000,1031500000,2272200000,766400000,766400000,,-179800000,,,,-89700000,6894200000,6127800000,4622000000,-143200000,,715800000,668800000,690,AJG,yearly
2018-12-31,,,479400000,70800000,633500000,903700000,1868900000,556800000,556800000,,-138400000,,,,-196500000,6711200000,6154400000,4842300000,-77400000,,675900000,633500000,690,AJG,yearly
2017-12-31,,,359800000,64100000,481300000,790400000,1706600000,536600000,536600000,,-124100000,,,,-157100000,6050900000,5514300000,4344300000,-176800000,,516900000,481300000,690,AJG,yearly
2020-12-31,,,632700000,,461000000,537300000,1390400000,848000000,848000000,5100000,-93500000,,,,171700000,6658200000,5810200000,5267800000,-215300000,,461000000,457400000,691,PKG,yearly
2019-12-31,,,917000000,,696400000,565500000,1644000000,1071800000,1071800000,6700000,-110600000,,,,220600000,6964300000,5892500000,5320300000,-154800000,,696400000,691200000,691,PKG,yearly
2018-12-31,,,970500000,,738000000,538500000,1645300000,1100100000,1100100000,6700000,-89800000,,,,232500000,7014600000,5914500000,5369300000,-129600000,,738000000,732300000,691,PKG,yearly
2017-12-31,,,828600000,,668600000,521200000,1470800000,945700000,945700000,3900000,-96900000,,,,160000000,6444900000,5499200000,4974100000,-117100000,,668600000,663000000,691,PKG,yearly
2020-12-31,260700000,,1526600000,67000000,1203400000,760300000,2664100000,1643100000,1643100000,,-115400000,,,,313300000,8598900000,6955800000,5934800000,-116500000,,1213300000,1203400000,704,APH,yearly
2019-12-31,234200000,,1495900000,65900000,1155000000,742100000,2616000000,1639700000,1639700000,,-117600000,,,,331900000,8225400000,6585700000,5609400000,-143800000,,1164000000,1155000000,704,APH,yearly
2018-12-31,220900000,,1588400000,47200000,1205000000,746000000,2654900000,1688000000,1688000000,,-101700000,,,,371500000,8202000000,6514000000,5547100000,-99600000,,1216900000,1205000000,704,APH,yearly
2017-12-31,193700000,,1352400000,53600000,650500000,699500000,2309900000,1416700000,1416700000,,-92300000,,,,691700000,7011300000,5594600000,4701400000,-64300000,,660700000,650500000,704,APH,yearly
2020-12-31,88363000,,175042000,,194820000,259561000,542512000,172926000,172926000,,-610000,,,,-19778000,1116663000,943737000,574151000,2116000,,194820000,194820000,732,TYL,yearly
2019-12-31,81342000,,159838000,,146527000,256646000,516900000,157467000,157467000,,-1750000,,,,13311000,1086427000,928960000,569527000,2371000,,146527000,146527000,732,TYL,yearly
2018-12-31,63264000,,155870000,,147462000,207605000,439578000,152492000,152492000,,-770000,,,,8408000,935282000,782790000,495704000,3378000,,147462000,147462000,732,TYL,yearly
2017-12-31,47324000,,163456000,,169571000,175914000,399377000,162758000,162758000,,-804000,,,,-6115000,840899000,678141000,441522000,698000,,169571000,169571000,732,TYL,yearly
2020-09-30,1096000000,,985000000,,874000000,4318000000,7919000000,2520000000,2520000000,-15000000,-528000000,,,,111000000,17117000000,14597000000,9198000000,-1535000000,,874000000,767000000,770,BDX,yearly
2019-09-30,1032000000,,1176000000,,1233000000,4334000000,8288000000,2921000000,2921000000,1000000,-639000000,,,,-57000000,17290000000,14369000000,9002000000,-1745000000,,1233000000,1081000000,770,BDX,yearly
2018-09-30,1004000000,,1173000000,,311000000,4029000000,7805000000,2772000000,2772000000,1000000,-706000000,,,,862000000,15983000000,13211000000,8178000000,-1599000000,,311000000,159000000,770,BDX,yearly
2017-09-30,770000000,,976000000,,1100000000,2953000000,5965000000,2243000000,2243000000,-1000000,-521000000,,,,-124000000,12093000000,9850000000,6128000000,-1267000000,,1100000000,1030000000,770,BDX,yearly
2020-12-31,36100000,,186812000,30330000,116326000,773173000,1179066000,369793000,369793000,,-57386000,,,,60031000,3728134000,3358341000,2549068000,-182981000,,126781000,116326000,794,FLS,yearly
2019-12-31,42000000,,322433000,25602000,238828000,832496000,1306580000,432084000,432084000,,-54980000,,,,75493000,3939697000,3507613000,2633117000,-109651000,,246940000,238828000,794,FLS,yearly
2018-12-31,39600000,,156437000,18465000,104508000,891283000,1190869000,259986000,259986000,,-58160000,,,,46550000,3835699000,3575713000,2644830000,-103549000,,109887000,104508000,794,FLS,yearly
2017-12-31,38600000,,263007000,16367000,2652000,842840000,1088953000,207513000,207513000,,-59730000,,,,258679000,3660831000,3453318000,2571878000,55494000,,4328000,2652000,794,FLS,yearly
2020-12-31,,,3647000000,358000000,2695000000,6096000000,10021000000,3789000000,3789000000,136000000,-183000000,,,,787000000,16471000000,12682000000,6450000000,-142000000,,2860000000,2695000000,795,CL,yearly
2019-12-31,,,3301000000,441000000,2367000000,5616000000,9336000000,3614000000,3614000000,106000000,-192000000,,,,774000000,15693000000,12079000000,6357000000,-313000000,,2527000000,2367000000,795,CL,yearly
2018-12-31,,,3464000000,299000000,2400000000,5434000000,9262000000,3759000000,3759000000,69000000,-193000000,,,,906000000,15544000000,11785000000,6282000000,-295000000,,2558000000,2400000000,795,CL,yearly
2017-12-31,,,3487000000,303000000,2024000000,5412000000,9355000000,3925000000,3925000000,18000000,-153000000,,,,1313000000,15454000000,11529000000,6099000000,-438000000,,2174000000,2024000000,795,CL,yearly
2020-12-31,,,855100000,,744300000,1021000000,2013000000,992000000,992000000,,-118500000,,,,110800000,4835000000,3843000000,2822000000,-136900000,,744300000,744300000,805,WU,yearly
2019-12-31,,,1321400000,,1058300000,1206700000,2245400000,1038700000,1038700000,,-152000000,,,,263100000,5292100000,4253400000,3046700000,282700000,,1058300000,1058300000,805,WU,yearly
2018-12-31,,,991400000,,851900000,1178700000,2289100000,1110400000,1110400000,,-149600000,,,,139500000,5589900000,4479500000,3300800000,-119000000,,851900000,851900000,805,WU,yearly
2017-12-31,,,347500000,,-557100000,1184100000,2207000000,1022900000,1022900000,,-142100000,,,,904600000,5524300000,4501400000,3317300000,-675400000,,-557100000,-557100000,805,WU,yearly
2020-12-31,538080000,,554880000,,504446000,1576486000,2770936000,620789000,620789000,,-64687000,,,,50434000,3236700000,2615911000,465764000,-65909000,,504446000,504446000,812,CTXS,yearly
2019-12-31,518877000,,509500000,,681813000,1453385000,2597857000,571565000,571565000,,-45974000,,,,-172313000,3010564000,2438999000,412707000,-62065000,,681813000,681813000,812,CTXS,yearly
2018-12-31,439984000,,629455000,,575667000,1389577000,2587159000,694685000,694685000,,-80162000,,,,53788000,2973903000,2279218000,386744000,-65230000,,575667000,575667000,812,CTXS,yearly
2017-12-31,415801000,,550346000,,-20719000,1308177000,2450728000,643872000,643872000,,-51609000,,,,528361000,2824686000,2180814000,373958000,-93526000,-42704000.0,21985000,-20719000,812,CTXS,yearly
2020-06-30,,,3182600000,,2466500000,2856000000,6511600000,3288700000,3288700000,,-107100000,,,,716100000,14589800000,11301100000,8078200000,-106100000,,2466500000,2466500000,875,ADP,yearly
2019-06-30,,,3005600000,,2292800000,2871000000,6393000000,3217600000,3217600000,,-129900000,,,,712800000,14110200000,10892600000,7717200000,-212000000,,2292800000,2292800000,875,ADP,yearly
2018-06-30,,,2282600000,,1884900000,2893600000,5791300000,2623200000,2623200000,,-102700000,,,,397700000,13274200000,10651000000,7482900000,-340600000,,1884900000,1884900000,875,ADP,yearly
2017-06-30,,,2616900000,,1787800000,2630800000,5353700000,2496700000,2496700000,,-80000000,,,,829100000,12372000000,9875300000,7018300000,120200000,,1787800000,1787800000,875,ADP,yearly
2020-12-31,,,1333965000,,1064151000,2123413000,3759694000,0,1378078000,258203000,,,,,269814000,3759694000,2381616000,0,-44113000,,1064151000,1005426000,967,FRC,yearly
2019-12-31,,,1133236000,,930329000,1845601000,3279697000,0,1171995000,262101000,,,,,202907000,3279697000,2107702000,0,-38759000,,930329000,881259000,967,FRC,yearly
2018-12-31,,,1051742000,,853828000,1623759000,2968461000,0,1109864000,234838000,,,,,197914000,2968461000,1858597000,0,-58122000,,853828000,796103000,967,FRC,yearly
2017-12-31,,,912202000,,757660000,1381627000,2551743000,0,967994000,202122000,,,,,154542000,2551743000,1583749000,0,-55792000,,757660000,699620000,967,FRC,yearly
2020-12-31,,,516225000,130000,369777000,1809337000,2888768000,1079431000,1079431000,,-406466000,,,,146151000,5963108000,4883677000,3074340000,-563206000,,370074000,369777000,981,EQIX,yearly
2019-12-31,,,692597000,-224000,507450000,1586064000,2672992000,1086928000,1086928000,,-479684000,,,,185352000,5483176000,4396248000,2810184000,-394331000,,507245000,507450000,981,EQIX,yearly
2018-12-31,,,433038000,-224000,365359000,1460396000,2496782000,1036386000,1036386000,,-521494000,,,,67679000,5102257000,4065871000,2605475000,-603348000,,365359000,365359000,981,EQIX,yearly
2017-12-31,,,286832000,-224000,232982000,1327630000,2154434000,826804000,826804000,,-478698000,,,,53850000,4347583000,3520779000,2193149000,-539972000,,232982000,232982000,981,EQIX,yearly
2020-12-31,,,-4000047000,,-4012514000,745345000,-413153000,-1850798000,-1850798000,,-454518000,,,,12467000,1279908000,3130706000,1693061000,-2149249000,,-4012514000,-4012514000,986,NCLH,yearly
2019-12-31,,,911365000,,930228000,968714000,2799115000,1184213000,1184213000,,-256191000,,,,-18863000,6462376000,5278163000,3663261000,-272848000,,930228000,930228000,986,NCLH,yearly
2018-12-31,,,969310000,,954843000,898355000,2678050000,1218635000,1218635000,,-264058000,,,,14467000,6055126000,4836491000,3377076000,-249325000,,954843000,954843000,986,NCLH,yearly
2017-12-31,,,770614000,,759872000,773755000,2332531000,1048819000,1048819000,,-243904000,,,,10742000,5396175000,4347356000,3063644000,-278205000,,759872000,759872000,986,NCLH,yearly
2020-12-31,,,531392000,388345000,481779000,96594000,991464000,670426000,670426000,,-172301000,,,,13810000,1378573000,708147000,387109000,-139034000,,517582000,481779000,1005,EXR,yearly
2019-12-31,,,462431000,381733000,419967000,114524000,979408000,645027000,645027000,,-191268000,,,,11308000,1319728000,674701000,340320000,-182596000,,451123000,419287000,1005,EXR,yearly
2018-12-31,,,456324000,371698000,415289000,97409000,909807000,603348000,603348000,,-183123000,,,,9244000,1211056000,607708000,301249000,-147024000,,447080000,414566000,1005,EXR,yearly
2017-12-31,,,517847000,373056000,479013000,93371000,843603000,556936000,556936000,,-158614000,,,,3625000,1120340000,563404000,276737000,-39089000,,514222000,478038000,1005,EXR,yearly
2020-12-31,,,1298000000,,1057000000,3672000000,5289000000,0,1298000000,319000000,,,,,241000000,5289000000,3991000000,0,0,,1057000000,950000000,1010,CFG,yearly
2019-12-31,,,2251000000,,1791000000,3483000000,6098000000,0,2251000000,364000000,,,,,460000000,6098000000,3847000000,0,0,,1791000000,1718000000,1010,CFG,yearly
2018-12-31,,,2183000000,,1721000000,3253000000,5802000000,0,2183000000,366000000,,,,,462000000,5802000000,3619000000,0,-54000000,,1721000000,1692000000,1010,CFG,yearly
2017-12-31,,,1912000000,,1652000000,3037000000,5386000000,0,1912000000,437000000,,,,,260000000,5386000000,3474000000,0,2000000,,1652000000,1638000000,1010,CFG,yearly
2020-12-31,,,1131000000,226000000,1224000000,1327000000,2587000000,1260000000,1260000000,,-144000000,,,,269000000,7188000000,5928000000,4601000000,-129000000,414000000,862000000,1215000000,1018,MAS,yearly
2019-12-31,,,914000000,179000000,935000000,1295000000,2371000000,1076000000,1076000000,,-159000000,,,,230000000,6707000000,5631000000,4336000000,-162000000,296000000,684000000,929000000,1018,MAS,yearly
2018-12-31,,,907000000,180000000,734000000,1264000000,2367000000,1103000000,1103000000,,-156000000,,,,221000000,6654000000,5551000000,4287000000,-196000000,98000000,686000000,727000000,1018,MAS,yearly
2017-12-31,,,718000000,236000000,533000000,1217000000,2220000000,1003000000,1003000000,,-279000000,,,,245000000,6014000000,5011000000,3794000000,-285000000,107000000,473000000,528000000,1018,MAS,yearly
2020-12-31,2363000000,,4968000000,219000000,4495000000,9563000000,19611000000,5553000000,5553000000,,-546000000,,,,497000000,34608000000,29055000000,14997000000,-585000000,24000000,4471000000,4473000000,1092,ABT,yearly
2019-12-31,2412000000,,4077000000,213000000,3687000000,9518000000,18689000000,4823000000,4823000000,,-670000000,,,,390000000,31904000000,27081000000,13215000000,-746000000,24000000,3687000000,3666000000,1092,ABT,yearly
2018-12-31,2298000000,,2873000000,198000000,2368000000,9568000000,17882000000,3838000000,3838000000,,-826000000,,,,539000000,30578000000,26740000000,12696000000,-965000000,34000000,2334000000,2353000000,1092,ABT,yearly
2017-12-31,2183000000,,2231000000,201000000,477000000,8804000000,15900000000,2938000000,2938000000,,-904000000,,,,1878000000,27390000000,24452000000,11490000000,-707000000,124000000,353000000,468000000,1092,ABT,yearly
2020-12-31,,,1728694000,,1406839000,1001142000,2786067000,1775020000,1775020000,9905000,-4248000,,,,321855000,11036082000,9261062000,8250015000,-46326000,,1406839000,1394385000,1120,PHM,yearly
2019-12-31,,,1339576000,,1016700000,1044337000,2411374000,1354702000,1354702000,12335000,-584000,,,,322876000,10212957000,8858255000,7801583000,-15126000,,1016700000,1006329000,1120,PHM,yearly
2018-12-31,,,1347540000,,1022023000,1012023000,2455866000,1437397000,1437397000,6446000,-618000,,,,325517000,10188331000,8750934000,7732465000,-89857000,,1022023000,1010831000,1120,PHM,yearly
2017-12-31,,,938828000,,447221000,891581000,2035324000,1122674000,1122674000,21069000,-503000,,,,491607000,8577686000,7455012000,6542362000,-183846000,,447221000,442649000,1120,PHM,yearly
2020-12-31,,,1171000000,999000000,958000000,5652000000,7040000000,1388000000,1388000000,,-709000000,,,,196000000,14852000000,13464000000,7812000000,-217000000,,975000000,958000000,1125,FISV,yearly
2019-12-31,,,1112000000,1878000000,893000000,3042000000,4878000000,1836000000,1836000000,,-507000000,,,,198000000,10187000000,8351000000,5309000000,-724000000,,914000000,893000000,1125,FISV,yearly
2018-12-31,,,1565000000,1878000000,1187000000,1228000000,2754000000,1526000000,1526000000,,-193000000,,,,378000000,5823000000,4297000000,3069000000,39000000,,1187000000,1187000000,1125,FISV,yearly
2017-12-31,,,1390000000,1878000000,1246000000,1150000000,2672000000,1522000000,1522000000,,-176000000,,,,158000000,5696000000,4174000000,3024000000,-132000000,14000000.0,1232000000,1246000000,1125,FISV,yearly
2020-02-01,,,4190000000,,3281000000,16163000000,23248000000,4728000000,4728000000,,-467000000,,,,921000000,78112000000,73384000000,54864000000,-538000000,12000000,3269000000,3281000000,1145,TGT,yearly
2019-02-02,,,3676000000,,2937000000,15606000000,22057000000,4227000000,4227000000,,-461000000,,,,746000000,75356000000,71129000000,53299000000,-551000000,7000000,2930000000,2937000000,1145,TGT,yearly
2018-02-03,,,3630000000,,2914000000,14990000000,21589000000,4374000000,4374000000,,-530000000,,,,722000000,72714000000,68340000000,51125000000,-744000000,6000000,2908000000,2914000000,1145,TGT,yearly
2017-01-28,,,3961000000,,2734000000,14086000000,21126000000,4995000000,4995000000,,-569000000,,,,1295000000,70271000000,65276000000,49145000000,-1034000000,68000000,2666000000,2734000000,1145,TGT,yearly
2020-12-31,187000000,,285000000,8000000,254000000,1143000000,1830000000,500000000,500000000,,-77000000,,,,31000000,4876000000,4376000000,3046000000,-215000000,,254000000,254000000,1157,XYL,yearly
2019-12-31,191000000,,416000000,10000000,401000000,1165000000,2051000000,695000000,695000000,,-67000000,,,,15000000,5249000000,4554000000,3198000000,-279000000,,401000000,401000000,1157,XYL,yearly
2018-12-31,189000000,,585000000,14000000,549000000,1150000000,2031000000,692000000,692000000,,-82000000,,,,36000000,5207000000,4515000000,3176000000,-107000000,,549000000,549000000,1157,XYL,yearly
2017-12-31,181000000,,466000000,16000000,331000000,1086000000,1847000000,580000000,580000000,,-82000000,,,,136000000,4707000000,4127000000,2860000000,-114000000,,330000000,331000000,1157,XYL,yearly
2020-12-31,,,-232218000,,-295697000,517872000,276631000,-241241000,-241241000,,-2174000,,,,63479000,2666702000,2907943000,2390071000,9023000,,-295697000,-295697000,1185,INCY,yearly
2019-12-31,,,486791000,,446906000,469276000,890399000,421123000,421123000,,-1855000,,,,39885000,2158759000,1737636000,1268360000,65668000,,446906000,446906000,1185,INCY,yearly
2018-12-31,,,115347000,,109493000,434934000,589803000,154869000,154869000,,-1543000,,,,5854000,1881883000,1727014000,1292080000,-39522000,,109493000,109493000,1185,INCY,yearly
